=== TABLES ===
tb_summary_call_adjustment	chat_sum_rev_pay	코인채팅 매출 합(유료)	int	YES	0		
tb_summary_call_adjustment	video_sum_duration	화상상담 정산 시간의 합(초)	int	YES	0		
tb_summary_call_adjustment	video_sum_sectotime	화상상담 시간의 합의 시:분:초 표기	varchar(32)	YES	0		
tb_summary_call_adjustment	video_sum_rev	화상상담 매출의 합(정산용)	int	YES	0		
tb_summary_call_adjustment_old	ymd	집계 월	date	YES	NULL	MUL	
tb_summary_call_adjustment_old	ce_code	 상담사 코드 	varchar(25)	YES	NULL	MUL	
tb_summary_call_adjustment_old	ce_level	상담사 단계 집계당시  	tinyint	YES	0		
tb_summary_call_adjustment_old	ce_ratio	상담사 정산 비율 집계당시	decimal(3,2)	YES	0.00		
tb_summary_call_adjustment_old	coin_sum_duration	코인통화시간의 합 (정산용) 	int	YES	0		
tb_summary_call_adjustment_old	coin_sum_sectotime	코인통화시간의 합의 시:분:초 표기	varchar(32)	YES	0		
tb_summary_call_adjustment_old	coin_sum_rev	코인매출의 합 (정산용) 	int	YES	0		
tb_summary_call_adjustment_old	060_sum_duration	060통화시간의 합 (정산용) 	int	YES	0		
tb_summary_call_adjustment_old	060_sum_sectotime	060통화시간의 합의 시:분:초 표기	varchar(32)	YES	0		
tb_summary_call_adjustment_old	060_sum_rev	060매출의 합 (정산용)	int	YES	0		
tb_summary_call_adjustment_old	sum_rev	전체매출=coin_sum_rev+060_sum_rev+reserv_sum_rev	int	YES	0		
tb_summary_call_adjustment_old	sum_ratio_rev	 ratio_rev의 합  	int	YES	0		
tb_summary_call_adjustment_old	regist_date	 등록일 	datetime	YES	NULL		
tb_summary_call_adjustment_old	memo	정산 관련 메모, 비고란	text	YES	NULL		
tb_summary_call_adjustment_old	reserv_sum_duration	예약통화시간의 합 (정산용)	int	YES	0		
tb_summary_call_adjustment_old	reserv_sum_sectotime	예약통화시간의 합 시:분:초 표기	varchar(32)	YES	0		
tb_summary_call_adjustment_old	reserv_sum_rev	예약통화매출의 합 (정산용)	int	YES	0		
tb_summary_call_adjustment_old	sum_duration	코인통화,060통화,예약통화 전체정산시간 합	int	YES	0		
tb_summary_call_adjustment_old	sum_sectotime	코인통화,060통화,예약통화 전체정산시간 합 시:분:초 표기	varchar(32)	YES	0		
tb_summary_call_adjustment_old	chat_sum_duration	코인채팅 정산 시간의 합(초)	int	YES	0		
tb_summary_call_adjustment_old	chat_sum_sectotime	코인채팅 시간의 합의 시:분:초 표기	varchar(32)	YES	0		
tb_summary_call_adjustment_old	chat_sum_rev	코인채팅 매출의 합(정산용)	int	YES	0		
tb_summary_call_adjustment_old	video_sum_duration	화상상담 정산 시간의 합(초)	int	YES	0		
tb_summary_call_adjustment_old	video_sum_sectotime	화상상담 시간의 합의 시:분:초 표기	varchar(32)	YES	0		
tb_summary_call_adjustment_old	video_sum_rev	화상상담 매출의 합(정산용)	int	YES	0		
tb_summary_call_price	ymd	집계 월	date	YES	NULL	MUL	
tb_summary_call_price	ce_code	 상담사 코드 	varchar(25)	YES	NULL	MUL	
tb_summary_call_price	ce_level	상담사 단계 	tinyint	YES	0		
tb_summary_call_price	ce_ratio	상담사 정산 비율(유료)	decimal(3,2)	YES	0.00		
tb_summary_call_price	ce_ratio_free	상담사 정산 비율(무료)	decimal(3,2)	YES	0.00		
tb_summary_call_price	ca_type	통화타입(선불,후불) : 선불=coin,후불=060,예약=reserv	varchar(10)	YES	NULL		
tb_summary_call_price	price	coin 또는 060 가격 - 출력용	int	YES	0		
tb_summary_call_price	f_duration	정산용 통화시간(합) 	int	YES	0		
tb_summary_call_price	f_duration_free	정산용 통화시간(무료)	int	YES	0		
tb_summary_call_price	f_duration_pay	정산용 통화시간(유료)	int	YES	0		
tb_summary_call_price	f_rev	정산용매출(합) 	int	YES	0		
tb_summary_call_price	f_rev_free	정산용매출(무료코인)	int	YES	0		
tb_summary_call_price	f_rev_pay	정산용매출(유료코인)	int	YES	0		
tb_summary_call_price	ratio_rev	정산비율적용 정산매출(합) 	int	YES	0		
tb_summary_call_price	regist_date	등록일 	datetime	YES	NULL		
tb_summary_call_price_old	ymd	집계 월	date	YES	NULL	MUL	
tb_summary_call_price_old	ce_code	 상담사 코드 	varchar(25)	YES	NULL	MUL	
tb_summary_call_price_old	ce_level	상담사 단계 	tinyint	YES	0		
tb_summary_call_price_old	ce_ratio	상담사 정산 비율	decimal(3,2)	YES	0.00		
tb_summary_call_price_old	ca_type	 통화타입(선불,후불) : 선불=coin,후불=060,예약=reserv	varchar(10)	YES	NULL		
tb_summary_call_price_old	price	 coin 또는 060 가격 - 출력용	int	YES	0		
tb_summary_call_price_old	f_duration	정산용 통화시간(합) 	int	YES	0		
tb_summary_call_price_old	f_rev	 정산매출(합) 	int	YES	0		
tb_summary_call_price_old	ratio_rev	 정산비율적용 정산매출(합) 	int	YES	0		
tb_summary_call_price_old	regist_date	 등록일 	datetime	YES	NULL		
tb_summary_coin	ymd	집계 월	date	NO	NULL	PRI	
tb_summary_coin	ci_use_free	 무료 코인 차감 금액 	bigint	YES	0		
tb_summary_coin	ci_use_pay	 유료 코인 차감 금액 	bigint	YES	0		
tb_summary_coin	ci_use_total	  전체 사용 금액 	bigint	YES	0		
tb_summary_coin	ci_charge_free	  무료 코인 충전 금액 	bigint	YES	0		
tb_summary_coin	ci_charge_pay	 유료 코인 충전 금액 	bigint	YES	0		
tb_summary_coin	ci_charge_total	  전체 충전 금액 	bigint	YES	0		
tb_summary_coin	ci_return_free	  무료 코인 소멸 금액(일단 만들어만 둠.) 	bigint	YES	0		
tb_summary_coin	ci_return_pay	 유료 코인 소멸 금액(일단 만들어만 둠.) 	bigint	YES	0		
tb_summary_coin	ci_return_total	  전체 소멸 금액(일단 만들어만 둠.) 	bigint	YES	0		
tb_summary_coin	ci_surplus_free	잉여금액 무료	bigint	YES	0		
tb_summary_coin	ci_surplus_pay	잉여금액 유료	bigint	YES	0		
tb_summary_coin	ci_surplus_total	  월 잉여 금액 	bigint	YES	0		
tb_summary_coin	ci_remain_free	  무료 코인 잔여 금액 	bigint	YES	0		
tb_summary_coin	ci_remain_pay	 유료 코인 잔여 금액 	bigint	YES	0		
tb_summary_coin	ci_remain_total	  전체 잔여 금액 	bigint	YES	0		
tb_summary_coin	ac_remain_coin_total	누적 잔여 코인(합계)	bigint	YES	0		
tb_summary_coin	ac_remain_coin_free	누적 잔여 코인(무료)	bigint	YES	0		
tb_summary_coin	ac_remain_coin_pay	누적 잔여 코인(유료)	bigint	YES	0		
tb_summary_coin	regist_date	 등록일 	datetime	YES	NULL		
tb_summary_goods_adjustment	ymd	집계 월	date	YES	NULL	MUL	
tb_summary_goods_adjustment	ce_code	 상담사 코드 	varchar(25)	YES	NULL	MUL	
tb_summary_goods_adjustment	total_confirm_count	구매확정 건수	int	YES	0		
tb_summary_goods_adjustment	sum_pay_amount	총판매금액	int	YES	0		
tb_summary_goods_adjustment	ratio	수수료율	decimal(3,2)	YES	0.00		
tb_summary_goods_adjustment	sum_commission	수수료 금액	int	YES	0		
tb_summary_goods_adjustment	sum_rev	예상수익금	int	YES	0		
tb_summary_goods_adjustment	regist_date	 등록일 	datetime	YES	NULL		
tb_summary_goods_adjustment	memo	정산메모	text	YES	NULL		
tb_summary_goods_price	ymd	집계 월	date	YES	NULL	MUL	
tb_summary_goods_price	ce_code	 상담사 코드 	varchar(25)	YES	NULL	MUL	
tb_summary_goods_price	gd_code	상품 코드	varchar(25)	YES	NULL		
tb_summary_goods_price	gd_category	 상품 카테고리 	varchar(25)	YES	NULL		
tb_summary_goods_price	gd_subject	상품명	varchar(30)	YES	NULL		
tb_summary_goods_price	gd_price	상품가격	int	YES	NULL		
tb_summary_goods_price	total_confirm_count	구매확정 건수	int	YES	0		
tb_summary_goods_price	sum_pay_amount	총판매금액	int	YES	0		
tb_summary_goods_price	ratio	수수료율	decimal(3,2)	YES	0.00		
tb_summary_goods_price	sum_commission	수수료 금액	int	YES	0		
tb_summary_goods_price	sum_rev	예상수익금	int	YES	0		
tb_summary_goods_price	regist_date	 등록일 	datetime	YES	NULL		
tb_summary_goods_price	gd_genre	상품장르(name:작명상품, service:서비스상품,class:클래스상품)	varchar(20)	YES	NULL		
tb_summary_goods_price	gd_opt_no	상품 옵션 코드	int	YES	NULL		
tb_summary_goods_price	gd_opt_name	상품 옵션명	varchar(30)	YES	NULL		
tb_summary_shop_adjustment	ymd	집계 월	date	YES	NULL	MUL	
tb_summary_shop_adjustment	ce_code	 상담사 코드 	varchar(25)	YES	NULL	MUL	
tb_summary_shop_adjustment	total_confirm_count	구매확정 건수	int	YES	0		
tb_summary_shop_adjustment	sum_pay_amount	총판매금액	int	YES	0		
tb_summary_shop_adjustment	ratio	수수료율	decimal(3,2)	YES	0.00		
tb_summary_shop_adjustment	sum_commission	수수료 금액	int	YES	0		
tb_summary_shop_adjustment	sum_rev	예상수익금	int	YES	0		
tb_summary_shop_adjustment	regist_date	 등록일 	datetime	YES	NULL		
tb_summary_shop_adjustment	memo	정산메모	text	YES	NULL		
tb_summary_shop_price	ymd	집계 월	date	YES	NULL	MUL	
tb_summary_shop_price	ce_code	 상담사 코드 	varchar(25)	YES	NULL	MUL	
tb_summary_shop_price	sh_code	대면상품 코드	varchar(25)	YES	NULL		
tb_summary_shop_price	sh_category	대면상품 카테고리 	varchar(25)	YES	NULL		
tb_summary_shop_price	sh_subject	대면상품명	varchar(30)	YES	NULL		
tb_summary_shop_price	sh_price	대면상품가격	int	YES	NULL		
tb_summary_shop_price	total_confirm_count	구매확정 건수	int	YES	0		
tb_summary_shop_price	sum_pay_amount	총판매금액	int	YES	0		
tb_summary_shop_price	ratio	수수료율	decimal(3,2)	YES	0.00		
tb_summary_shop_price	sum_commission	수수료 금액	int	YES	0		
tb_summary_shop_price	sum_rev	예상수익금	int	YES	0		
tb_summary_shop_price	regist_date	 등록일 	datetime	YES	NULL		
tb_summary_shop_price	sh_genre	대면상품장르(name:작명상품, service:서비스상품,class:클래스상품)	varchar(20)	YES	NULL		
tb_summary_shop_price	sh_opt_no	대면상품 옵션 코드	int	YES	NULL		
tb_summary_shop_price	sh_opt_name	대면상품 옵션명	varchar(30)	YES	NULL		
tb_t_app_version	app_no		int unsigned	NO	NULL	PRI	auto_increment
tb_t_app_version	os		enum('ios','android')	NO	NULL		
tb_t_app_version	update_version	출시  버전	varchar(20)	NO	NULL		
tb_t_app_version	force_update_version		varchar(20)	YES	NULL		
tb_t_app_version	regist_date		timestamp	YES	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_t_app_version	regist_user		varchar(100)	YES	NULL		
tb_tag	st_code		varchar(50)	NO	NULL	PRI	
tb_tag	tag		varchar(100)	NO	NULL	PRI	
tb_tag	it_info		text	YES	NULL		
tb_tag	on_flag		enum('Y','N')	YES	Y		
tb_video_chat_rooms	vh_no		int unsigned	NO	NULL	PRI	auto_increment
tb_video_chat_rooms	vh_room_code	화상채팅 코드	varchar(25)	NO	NULL		
tb_video_chat_rooms	he_code	상담사 코드 he_code	varchar(25)	NO	NULL		
tb_video_chat_rooms	ce_code	상담사 코드	varchar(25)	NO	NULL	MUL	
tb_video_chat_rooms	it_code	아이템 코드	varchar(25)	NO	NULL		
tb_video_chat_rooms	vc_code	화상 아이템 코드	varchar(25)	NO	NULL		
tb_video_chat_rooms	cr_code	내담자 cr_code	varchar(25)	NO	NULL	MUL	
tb_video_chat_rooms	ac_id	내담자 ac_id	varchar(100)	NO	NULL		
tb_video_chat_rooms	ca_id	tb_call_connect - ca_id	varchar(30)	NO	NULL		
tb_video_chat_rooms	jwt_token	jwt 토큰	mediumtext	NO	NULL		
tb_video_chat_rooms	agora_token	아고라 화상채팅 token	varchar(256)	NO	NULL		
tb_video_chat_rooms	agora_channel	아고라 채널명	varchar(100)	NO	peoplev		
tb_video_chat_rooms	agora_callee_token	아고라 화상채팅 상담사 token	varchar(256)	YES	NULL		
tb_video_chat_rooms	agora_use	아고라 사용여부	enum('Y','N')	YES	Y		
tb_video_chat_rooms	sb_room_url	sendbird chat url	varchar(100)	NO	NULL		
tb_video_chat_rooms	vh_status	화상채팅 상태	varchar(20)	YES	standby		
tb_video_chat_rooms	vh_end_reason	화상채팅 종료 이유	varchar(20)	YES	NULL		
tb_video_chat_rooms	vh_duration	화상채팅 시간(초)	int unsigned	YES	NULL		
tb_video_chat_rooms	vh_add_duration	화상채팅 연장 시간(초)	int unsigned	YES	NULL		
tb_video_chat_rooms	vh_start_date	화상채팅 시작 일시	datetime	YES	NULL		
tb_video_chat_rooms	vh_end_date	화상채팅 종료 일시	datetime	YES	NULL		
tb_video_chat_rooms	vh_regist_date	화상채팅 개설 일시	timestamp	YES	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_video_chat_rooms	vh_last_message	최종 화상채팅 내용	varchar(250)	YES	NULL		
tb_video_chat_rooms	vh_last_date	최종 화상채팅 일시	datetime	YES	NULL		
tb_video_chat_rooms	vh_unread_caller	내담자 읽지 않은 메세지 수	int unsigned	YES	0		
tb_video_chat_rooms	vh_unread_callee	상담사 읽지 않은 메세지 수	int unsigned	YES	0		
tb_video_chat_rooms	vh_timer_start	화상채팅 타이머 시작 여부	enum('Y','N')	YES	N		
tb_video_items	vc_code	화상상담 아이템 코드	varchar(25)	NO	NULL	PRI	
tb_video_items	it_code	맵핑 아이템 코드	varchar(25)	NO	NULL	MUL	
tb_video_items	ce_code	 상담사 코드 	varchar(25)	NO	NULL	MUL	
tb_video_items	ac_id	 계정 아이디 	varchar(256)	YES	NULL		
tb_video_items	vc_status	 아이템 상태 : 0=승인대기,1=승인보류,2=승인불가,3=승인완료,4=이용중지,5=본인삭제,6=강제삭제 	tinyint unsigned	NO	0	MUL	
tb_video_items	vc_status_reason	 아이템 상태 사유 : 0=노출중,1=직거래/금품 요구,2=개인정보/만남 요구,3=불량서비스,4=음란서비스,5=허위/과장 정보,6=저작권 침해,7=법률/사회규범 위반,8=기타,9=정책위반/업무방해,10=경쟁사 관계자,11=장기 미접속 	tinyint unsigned	NO	0		
tb_video_items	vc_cmt_cnt	 아이템 추천 후기 수 	int unsigned	NO	0		
tb_video_items	vc_cmt_re_cnt	 아이템 추천 후기 답변 수 	int unsigned	NO	0		
tb_video_items	vc_ask_cnt	 아이템 문의사항 수 	int unsigned	NO	0		
tb_video_items	vc_ask_re_cnt	 아이템 문의사항 답변 수 	int unsigned	NO	0		
tb_video_items	vc_like_cnt	 아이템 관심콜리 등록 수 	int unsigned	NO	0		
tb_video_items	vc_cm_point	  	int unsigned	NO	0		
tb_video_items	vc_call_cnt	  	int unsigned	NO	0		
tb_video_items	vc_point_cnt	 포인트 부여 개수 	int	NO	0		
tb_video_items	vc_sort_point	 아이템 소팅 점수  	int	NO	0		
tb_video_items	vc_new	신규인지 여부	enum('Y','N')	YES	N		
tb_video_items	vc_view_cnt	조회수	int	YES	0		
tb_video_items	m1_cm_cnt	 최근 1개월 후기 개수 	int unsigned	NO	0		
tb_video_items	m1_cm_point	 최근 1개월 후기 포인트 	int unsigned	NO	0		
tb_video_items	m3_cm_cnt	 최근 3개월 후기 개수 	int unsigned	NO	0		
tb_video_items	m3_cm_point	 최근3개월 후기 포인트 	int unsigned	NO	0		
tb_video_items	w1_cm_cnt	 1주간 후기 수 	int unsigned	NO	0		
tb_video_items	w1_cm_point	 1주간 별점 	int unsigned	NO	0		
tb_video_items	win_point	지난주 별점 우승자 	tinyint unsigned	NO	0		
tb_video_items	win_comment	지난주 후기 우승자 	tinyint unsigned	NO	0		
tb_video_items	win_duration	지난주 상담시간 우승자 	tinyint unsigned	NO	0		
tb_video_items	w1_cm_point5	1주간 별점 5개 받은수	int unsigned	NO	0		
tb_v
tb_video_notify	vn_notify	신고사유	varchar(256)	NO	NULL		
tb_video_notify	vn_notify_img	화면 캡처 이미지	varchar(512)	NO	NULL		
tb_video_notify	regist_date	등록일시	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_video_notify	vn_status	처리상태	enum('standby','complete','incomplete')	YES	standby		
tb_video_notify	vn_result	처리결과	varchar(100)	YES	NULL		
tb_video_notify	vn_result_date	처리일시	timestamp	YES	NULL		
tb_video_time_add	vt_no		int unsigned	NO	NULL	PRI	auto_increment
tb_video_time_add	it_code	아이템 코드	varchar(25)	YES	NULL		
tb_video_time_add	vc_code	채팅 아이템 코드	varchar(25)	NO	NULL		
tb_video_time_add	vh_room_code	채팅방 코드	varchar(25)	NO	NULL		
tb_video_time_add	ce_code	상담사 코드	varchar(25)	NO	NULL		
tb_video_time_add	ac_id	회원 아이디	varchar(256)	NO	NULL		
tb_video_time_add	vt_add_time	연장 시간(초)	mediumint unsigned	NO	NULL		
tb_video_time_add	vt_status	연장 상태 yes, no	varchar(20)	YES	NULL		
tb_video_time_add	vt_request_date	연장 요청 일시	datetime	NO	NULL		
tb_video_time_add	vt_response_date	연장 응답 일시	datetime	YES	NULL		
tb_youtube	yt_no	유튜브 번호	int unsigned	NO	NULL	PRI	auto_increment
tb_youtube	st_code	사이트코드	varchar(25)	YES	NULL		
tb_youtube	yt_title	유튜브 제목	varchar(256)	YES	NULL		
tb_youtube	yt_link	유튜브 링크	varchar(256)	YES	NULL		
tb_youtube	yt_desc	유튜브 내용	text	YES	NULL		
tb_youtube	yt_img	유튜브 이미지 코드	varchar(256)	YES	NULL		
tb_youtube	yt_status		enum('Y','N')	NO	Y		
tb_youtube	regist_date	등록일	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tmp_add_coin	add_no	코인 번호	int unsigned	NO	NULL	PRI	auto_increment
tmp_add_coin	add_id	코인 업로드 아이디	varchar(30)	NO	NULL		
tmp_add_coin	ci_row	연번	int unsigned	YES	NULL		
tmp_add_coin	st_code	사이트 코드	varchar(25)	YES	NULL		
tmp_add_coin	ac_id	계정 아이디	varchar(256)	YES	NULL		
tmp_add_coin	cr_code	회원코드	varchar(30)	YES	NULL		
tmp_add_coin	ci_content	코인 내용	varchar(256)	YES	NULL		
tmp_add_coin	ci_charge_type	코인타입 : free=무료,pay=유료,admin=관리자지급,event=이벤트 등	varchar(20)	YES	NULL		
tmp_add_coin	ci_charge	전체 충전 금액	int unsigned	YES	0		
tmp_add_coin	add_status		varchar(20)	NO	standby		
tmp_add_coin	regist_date	등록일	timestamp	YES	NULL		
=== INDEXES ===
global_sync_proc_log_삭제예정	log_seq	sync_type,log_seq,proc_status	INDEX
global_sync_proc_log_삭제예정	PRIMARY	proc_log_seq	UNIQUE
global_sync_pub_log	PRIMARY	pub_log_seq	UNIQUE
global_sync_pub_log	pub_status_msg_group_id	pub_status,msg_group_id	INDEX
global_sync_pub_log	unique_msg	pub_country,msg_id,msg_group_id	UNIQUE
global_sync_sub_log	PRIMARY	sub_log_seq	UNIQUE
global_sync_sub_log	sub_status_msg_group_id	sub_status,msg_group_id	INDEX
global_sync_sub_log	unique_msg	pub_country,msg_id,msg_group_id	UNIQUE
migrations	PRIMARY	id	UNIQUE
old_call_result	idx_ac_id	ac_id	INDEX
old_call_result	idx_cr_code	cr_code	INDEX
old_call_result	idx_cr_phone	cr_phone	INDEX
old_call_result	idx_it_connect_number	it_connect_number	INDEX
old_call_result	PRIMARY	ca_id	UNIQUE
old_call_result	tb_call_result_ca_end_time_IDX	ca_end_time	INDEX
old_call_result	tb_call_result_ca_request_time_IDX	ca_request_time	INDEX
old_call_result	tb_call_result_ca_start_time_IDX	ca_start_time	INDEX
old_call_result	tb_call_result_ca_type_IDX	ca_type,ca_status	INDEX
old_call_result	tb_call_result_it_nick_IDX	it_nick	INDEX
old_call_result	tb_call_result_regist_date_IDX	regist_date	INDEX
old_coin	idx_ac_id	ac_id	INDEX
old_coin	idx_ac_no	ac_no	INDEX
old_coin	PRIMARY	ci_no	UNIQUE
old_coin	tb_coin_regist_date_IDX	regist_date	INDEX
old_order	idx_ac_id	ac_id	INDEX
old_order	idx_cr_code	cr_code	INDEX
old_order	PRIMARY	od_code	UNIQUE
old_order	tb_order_regist_date_IDX	regist_date	INDEX
tb_a8fly_advertisement	PRIMARY	ad_no	UNIQUE
tb_a8fly_advertisement	tb_a8fly_advertisement_UN	ac_id	UNIQUE
tb_account	PRIMARY	ac_no	UNIQUE
tb_account	tb_account_ce_code_IDX	ce_code	INDEX
tb_account	tb_account_cr_code_IDX	cr_code	INDEX
tb_account	tb_account_st_code_IDX	st_code	INDEX
tb_account	uniq_ac_id	ac_id	UNIQUE
tb_account_history	h_no	h_no	UNIQUE
tb_account_history	PRIMARY	h_no	UNIQUE
tb_adjust	log_no	log_no	UNIQUE
tb_adjust	PRIMARY	log_no	UNIQUE
tb_adjust	tb_adjust_activity_IDX	activity	INDEX
tb_admin	idx_admin_id	admin_id	UNIQUE
tb_admin	PRIMARY	am_no	UNIQUE
tb_admin_menu	idx_main_code	main_code	INDEX
tb_admin_menu	PRIMARY	seq	UNIQUE
